customer_id,registration_date,age,gender,country,city,membership_tier,preferred_device,preferred_payment,total_sessions,avg_session_duration_minutes,total_page_views,product_views,search_queries,wishlist_items,cart_additions,cart_abandonments,total_orders,total_items_purchased,total_revenue,avg_order_value,largest_order_value,days_since_last_purchase,purchase_frequency_days,favorite_category,categories_browsed,categories_purchased,email_opens,email_clicks,newsletter_subscriber,push_notifications_enabled,social_media_referrals,referral_code_used,reviews_written,avg_review_rating,support_tickets,returns_requested,refund_amount,bounce_rate,conversion_rate,cart_abandonment_rate,customer_lifetime_value,churn_risk_score,engagement_score
207,2023-08-10,29,Female,Italy,Milan,Bronze,Mobile,Buy Now Pay Later,310,10.0,1500,640,95,15,70,25,3,7,350.75,116.92,180.0,35,42.0,Books & Media,6,2,60,18,False,True,4,False,2,4.1,0,0,0.0,29.0,2.8,10.0,630.0,33.0,62.0
208,2025-01-12,38,Female,Spain,Madrid,Silver,Desktop,Debit Card,420,13.5,2600,1100,200,40,150,45,9,20,1890.0,210.0,520.0,15,14.0,Sports & Outdoors,9,5,180,50,True,True,12,True,6,4.4,1,0,0.0,24.0,3.6,11.0,4200.0,18.0,88.0
209,2022-03-29,41,Male,United States,Austin,Gold,Mixed,Credit Card,520,16.1,3100,1450,260,35,210,48,11,24,1980.75,180.07,460.0,7,12.0,Electronics,10,6,200,60,True,False,20,True,8,4.5,2,1,40.0,22.0,4.2,9.0,7400.0,19.0,90.0
210,2023-06-18,26,Prefer not to say,Netherlands,Amsterdam,Bronze,Tablet,Digital Wallet,180,7.8,980,420,80,8,30,12,2,5,120.5,60.25,85.0,110,60.0,Food & Beverages,5,2,25,6,False,True,2,False,0,0.0,0,0,0.0,35.0,1.5,8.0,230.0,52.0,40.0
211,2024-09-02,31,Female,United States,Denver,Silver,Mobile,Debit Card,270,10.5,1400,620,90,18,80,28,6,12,720.0,120.0,260.0,28,21.0,Home & Garden,7,3,110,30,True,True,9,True,4,4.0,1,0,0.0,26.0,3.0,12.0,2100.0,25.0,72.0
212,2023-10-30,50,Male,United States,Chicago,Gold,Desktop,Bank Transfer,760,15.2,4300,1920,350,70,320,100,18,40,16500.0,916.67,3500.0,3,14.0,Electronics,14,8,320,110,True,True,30,True,15,4.8,4,2,180.0,18.0,6.0,8.0,12000.0,10.0,95.0
213,2022-08-08,37,Female,United States,Portland,Gold,Mobile,Credit Card,480,9.8,2600,1100,190,25,140,40,7,16,780.0,111.43,260.0,18,18.0,Books & Media,8,4,140,40,True,True,7,False,3,4.2,0,0,0.0,27.0,3.5,9.0,2900.0,30.0,74.0
214,2024-06-11,28,Male,Japan,Tokyo,Silver,Mobile,Digital Wallet,260,8.6,1500,700,120,18,60,25,3,6,520.0,173.33,290.0,40,25.0,Electronics,6,3,90,26,True,False,6,False,1,4.0,1,0,0.0,29.0,2.7,10.0,1100.0,34.0,66.0
215,2023-03-15,53,Male,Canada,Vancouver,Platinum,Desktop,Bank Transfer,900,17.0,5200,2300,420,90,520,150,25,55,39000.0,1560.0,3200.0,4,12.0,Electronics,15,9,420,140,True,True,50,True,20,4.9,5,3,240.0,16.0,6.2,7.5,54000.0,8.0,98.0
216,2022-05-22,60,Male,United States,Miami,Gold,Tablet,Credit Card,520,12.3,3200,1500,260,40,210,70,11,24,8800.0,800.0,1500.0,22,18.0,Sports & Outdoors,10,5,190,60,True,True,16,False,7,4.3,2,1,50.0,20.0,4.6,9.0,7200.0,21.0,79.0
217,2023-11-25,24,Female,United States,Boston,Bronze,Mobile,PayPal,150,7.2,700,320,50,5,25,10,1,2,140.0,140.0,140.0,200,60.0,Books & Media,4,1,20,5,False,True,3,False,0,0.0,0,0,0.0,40.0,1.2,15.0,180.0,60.0,28.0
218,2024-08-08,32,Female,Australia,Melbourne,Silver,Desktop,Credit Card,560,11.6,3100,1300,230,35,190,60,6,14,1680.0,280.0,520.0,9,14.0,Toys & Games,9,4,150,45,True,True,11,False,3,4.1,1,0,0.0,23.0,3.1,12.0,2600.0,26.0,70.0
219,2022-01-15,46,Male,United States,New York,Platinum,Desktop,Bank Transfer,980,16.9,5600,2600,420,85,420,130,22,52,19820.0,902.73,3200.0,6,10.0,Electronics,15,9,410,140,True,True,70,True,25,4.7,7,4,320.0,14.0,6.5,7.0,60000.0,9.0,97.0
220,2025-03-21,23,Male,Singapore,Singapore,Bronze,Mobile,Digital Wallet,90,6.5,420,180,40,4,18,6,1,2,50.0,50.0,50.0,240,120.0,Food & Beverages,3,1,10,2,False,True,2,False,0,0.0,0,0,0.0,42.0,1.0,12.0,200.0,65.0,32.0
221,2023-03-14,34,Male,United States,New York,Gold,Mobile,Credit Card,420,12.5,3920,860,180,24,210,48,22,58,7140.75,324.57,1600.0,15,7.8,Electronics,9,4,120,34,True,True,8,True,6,4.5,1,0,0.0,23.5,2.2,11.0,15028.5,28.4,74.6
222,2024-11-22,27,Female,Canada,Toronto,Silver,Desktop,PayPal,280,9.8,2100,520,95,12,140,25,16,40,4920.0,307.5,980.0,30,10.5,Home & Garden,7,3,88,21,False,True,12,False,4,4.2,0,1,28.5,19.0,1.9,9.5,7200.0,25.0,62.3
223,2022-08-05,45,Male,United Kingdom,London,Platinum,Mixed,Debit Card,560,14.2,4800,1200,210,18,260,40,34,98,15280.0,449.41,2300.0,5,6.2,Electronics,12,6,210,60,True,True,22,True,9,4.7,2,2,180.0,18.0,2.6,7.0,26050.0,32.5,85.1
224,2023-02-19,22,Non-binary,Australia,Sydney,Bronze,Mobile,Digital Wallet,150,7.6,980,210,40,5,60,15,6,15,2100.0,350.0,900.0,60,9.5,Books & Media,5,2,60,10,False,False,5,False,2,4.0,0,0,0.0,25.0,1.5,12.5,5200.0,20.0,55.0
225,2025-01-10,33,Female,Germany,Berlin,Silver,Tablet,Credit Card,320,11.0,2760,640,120,9,110,20,14,38,8600.5,614.32,1200.0,25,8.0,Fashion,8,3,110,28,True,True,10,False,3,4.3,1,1,75.0,21.0,2.0,10.0,15000.0,26.5,68.0
226,2022-12-29,52,Male,France,Paris,Gold,Desktop,Bank Transfer,480,13.5,4200,950,190,22,190,30,28,72,19950.0,712.5,2100.0,9,6.8,Home & Garden,11,5,180,44,True,True,18,True,7,4.6,2,0,0.0,17.5,2.8,8.0,42000.0,29.0,79.0
227,2023-07-03,29,Female,Spain,Madrid,Silver,Mobile,PayPal,260,10.2,1800,420,85,7,100,22,12,32,5600.0,466.67,1100.0,12,7.1,Electronics,6,3,90,16,False,True,9,False,1,4.0,0,0,0.0,20.5,2.0,9.0,7600.0,18.0,60.0
228,2022-05-18,41,Male,Italy,Milan,Gold,Mixed,Credit Card,500,13.0,4800,1100,200,14,240,35,26,70,21050.0,810.0,1900.0,20,6.0,Sports & Outdoors,13,5,170,40,True,True,25,True,8,4.8,1,2,120.0,16.0,3.0,7.5,52000.0,31.0,82.0
229,2024-03-08,35,Female,United States,Seattle,Bronze,Mobile,Buy Now Pay Later,200,8.5,1500,340,60,6,80,18,9,22,3200.0,355.56,860.0,45,12.0,Toys & Games,5,2,70,12,False,False,7,False,2,4.2,0,0,0.0,28.0,1.2,11.0,4200.0,24.0,58.0
230,2023-10-11,26,Male,Netherlands,Amsterdam,Bronze,Desktop,Debit Card,190,9.0,1200,270,50,3,70,10,7,18,3600.0,514.29,1200.0,28,9.0,Books & Media,6,2,60,14,True,True,6,False,3,4.1,0,0,0.0,22.0,1.8,8.5,9000.0,21.0,57.0
231,2022-09-07,38,Female,United States,Chicago,Gold,Desktop,Credit Card,390,12.0,3600,880,160,15,170,32,20,52,12600.0,630.0,1300.0,18,7.2,Electronics,10,4,150,32,True,True,14,True,5,4.4,1,1,50.0,20.0,2.1,9.0,19500.0,27.0,71.0
232,2024-06-21,31,Male,United States,Austin,Silver,Mobile,PayPal,210,10.6,1800,410,90,8,95,19,11,29,7100.0,645.45,1500.0,40,11.0,Fashion,7,3,92,19,False,True,9,False,2,4.0,0,0,0.0,23.5,2.2,9.5,8900.0,22.0,63.0
233,2023-01-02,55,Male,Sweden,Stockholm,Gold,Mobile,Digital Wallet,470,15.0,5200,1200,190,26,210,38,30,86,27650.0,922.0,2100.0,7,6.0,Electronics,14,6,190,46,True,True,24,True,11,4.7,1,0,0.0,17.5,3.0,6.5,90000.0,33.0,88.0
234,2022-03-29,29,Female,Singapore,Singapore,Bronze,Mobile,Credit Card,260,9.5,2100,480,100,4,70,15,10,26,4200.0,420.0,900.0,35,8.0,Home & Garden,6,2,75,14,False,False,5,False,1,4.0,0,0,0.0,26.0,1.6,9.0,5200.0,19.0,57.0
235,2023-09-09,40,Non-binary,Mexico,Mexico City,Silver,Desktop,Debit Card,340,12.2,3000,720,130,10,150,25,15,40,9800.0,653.33,1500.0,28,9.0,Beauty & Health,9,3,110,25,True,True,11,False,3,4.2,0,1,25.0,21.0,2.1,8.0,11000.0,23.0,66.0
236,2022-07-14,36,Male,Australia,Melbourne,Gold,Tablet,Credit Card,520,13.8,4600,1020,170,16,230,33,25,68,22800.0,912.0,2100.0,11,6.3,Electronics,13,5,170,38,True,True,20,True,6,4.5,1,0,0.0,18.0,2.5,7.0,52000.0,30.0,77.0
237,2024-08-02,28,Female,United States,San Diego,Bronze,Mobile,Debit Card,190,9.2,1400,320,60,5,70,14,8,22,3800.0,475.0,900.0,50,14.0,Toys & Games,5,2,70,12,False,True,8,False,1,4.0,0,0,0.0,27.0,1.4,11.0,3200.0,18.0,54.0
238,2023-04-15,47,Female,Canada,Vancouver,Gold,Desktop,Credit Card,430,12.8,4100,980,180,20,180,28,24,66,19800.0,825.0,2100.0,14,7.2,Home & Garden,12,5,140,32,True,True,15,True,5,4.6,1,0,0.0,19.0,2.2,8.0,22000.0,26.0,70.0
239,2022-10-30,60,Male,Germany,Hamburg,Platinum,Mixed,Buy Now Pay Later,600,16.0,6800,1500,250,30,320,45,40,110,42000.0,1050.0,2500.0,4,5.0,Electronics,15,7,210,52,True,True,28,True,12,4.8,2,1,200.0,15.0,3.2,6.0,150000.0,34.0,92.0
240,2023-12-17,23,Prefer not to say,New Zealand,Auckland,None,Mobile,Digital Wallet,170,8.2,1200,260,45,2,40,9,4,12,2100.0,525.0,800.0,90,20.0,Food & Beverages,4,1,50,8,False,False,4,False,0,0.0,0,0,0.0,30.0,1.0,12.0,2400.0,15.0,52.0
241,2023-03-15,29,Female,United States,San Francisco,Gold,Mobile,Credit Card,320,8.5,2100,520,120,15,180,25,28,72,4287.5,152.41,980.0,24,12.5,Electronics,9,4,84,22,True,True,6,False,5,4.2,1,0,0.0,42.1,3.8,12.5,8200.5,22.5,78.0
242,2022-11-02,41,Male,Canada,Toronto,Silver,Desktop,PayPal,210,9.3,1320,410,60,8,120,18,15,40,12250.0,816.67,3200.0,70,16.8,Home & Garden,7,3,110,35,False,True,9,True,12,4.5,2,1,120.75,36.5,4.1,9.8,15650.75,18.0,82.5
243,2024-06-08,23,Non-binary,United Kingdom,London,Bronze,Mobile,Digital Wallet,540,7.2,2890,860,210,22,260,40,38,110,19640.0,516.32,1500.0,10,6.9,Fashion,11,5,210,60,True,True,15,False,18,4.3,0,2,89.5,28.9,5.2,7.6,24040.9,14.0,88.0
244,2023-02-19,36,Female,Australia,Sydney,Gold,Tablet,Debit Card,410,6.8,1980,520,95,9,140,22,22,65,13850.4,630.47,2100.0,38,7.4,Sports & Outdoors,8,3,150,40,False,True,12,True,9,4.0,1,0,0.0,34.2,4.5,10.5,9800.0,20.0,76.0
245,2024-09-12,29,Male,Germany,Berlin,Silver,Mobile,Credit Card,260,5.5,790,210,40,3,70,12,9,22,5250.75,583.42,1200.0,15,9.6,Books & Media,6,2,72,18,True,False,5,False,4,4.1,0,0,0.0,31.7,3.9,8.0,5400.25,28.0,70.0
246,2022-12-01,52,Male,United States,New York,Platinum,Desktop,Bank Transfer,620,9.9,3500,980,180,25,260,60,52,150,41250.0,795.19,3500.0,5,3.2,Electronics,13,6,320,90,True,True,22,True,25,4.7,3,1,210.0,25.4,6.2,6.5,68000.0,12.0,92.0
247,2023-05-21,33,Female,France,Paris,Gold,Mobile,PayPal,380,7.8,1600,420,105,7,110,16,19,48,14320.9,754.78,1900.0,22,8.4,Fashion,9,4,140,34,True,True,11,False,7,4.4,1,0,0.0,29.1,4.8,9.0,16840.6,16.0,81.0
248,2021-08-30,45,Male,Italy,Milan,Silver,Desktop,Debit Card,480,6.2,2100,550,80,11,160,30,26,70,19300.4,745.01,1700.0,45,7.9,Home & Garden,10,4,190,40,False,False,20,True,11,4.2,2,1,65.25,40.0,3.6,11.2,7200.0,30.0,65.0
249,2022-04-04,28,Female,Spain,Madrid,Bronze,Mobile,Credit Card,300,6.7,1100,320,70,5,90,17,12,30,7400.25,616.69,1500.0,60,11.2,Electronics,7,3,90,20,True,True,8,False,6,4.0,0,0,0.0,33.3,3.2,9.3,5400.6,25.0,67.0
250,2023-07-09,31,Male,Netherlands,Amsterdam,Gold,Mobile,Digital Wallet,340,8.1,1500,410,90,12,130,19,20,52,9400.4,470.02,1100.0,30,9.8,Books & Media,8,3,130,28,True,True,7,False,3,4.2,1,0,0.0,27.5,5.0,7.2,13200.0,10.0,85.0
251,2022-08-14,38,Female,United States,Austin,Silver,Mobile,PayPal,520,7.0,2400,700,150,14,210,28,26,67,19840.8,764.65,2100.0,12,6.2,Toys & Games,12,5,190,42,True,True,13,True,9,4.6,1,0,0.0,26.0,4.9,6.8,18640.2,15.0,87.0
252,2023-01-03,27,Male,Japan,Tokyo,Bronze,Mobile,Bank Transfer,280,5.9,980,260,40,4,60,15,11,25,6400.1,581.82,1200.0,90,14.5,Food & Beverages,6,2,60,14,False,True,4,False,2,4.0,0,0,0.0,37.0,3.1,9.0,5200.0,26.0,62.0
253,2024-02-20,34,Female,Brazil,Sao Paulo,Gold,Desktop,Credit Card,210,7.4,1150,320,75,6,100,14,14,38,8600.3,614.31,1500.0,28,9.2,Beauty & Health,9,3,100,25,True,True,9,True,5,4.1,0,0,0.0,29.5,4.2,7.9,11200.0,19.0,79.0
254,2022-10-30,46,Male,Mexico,Mexico City,Silver,Tablet,Debit Card,470,6.5,2000,560,90,10,180,25,23,60,18120.0,788.26,1800.0,50,8.1,Electronics,11,4,170,38,True,False,14,False,8,4.3,2,2,210.0,33.0,4.0,11.0,17040.5,21.0,71.0
255,2023-12-17,39,Female,Australia,Melbourne,Platinum,Mixed,Buy Now Pay Later,560,8.4,3200,860,130,19,260,32,41,110,41120.75,1002.95,2600.0,3,5.5,Electronics,14,7,260,70,True,True,20,True,16,4.7,1,0,0.0,25.8,6.8,6.0,52500.0,11.0,93.0
256,2024-04-14,22,Non-binary,South Korea,Seoul,Bronze,Mobile,Credit Card,180,4.8,520,150,25,2,40,10,6,14,3200.0,533.33,900.0,120,20.0,Toys & Games,5,2,40,10,False,False,3,False,3,4.2,0,0,0.0,40.0,2.8,12.0,4200.0,35.0,60.0
257,2022-06-09,58,Male,United States,Chicago,Platinum,Desktop,Bank Transfer,700,10.2,4200,1100,190,30,340,52,60,180,76000.0,1266.67,4200.0,2,2.9,Electronics,14,6,420,110,True,True,25,True,40,4.8,4,3,980.0,22.0,6.5,5.0,150000.0,9.0,95.0
258,2023-09-03,26,Female,India,Bengaluru,Bronze,Mobile,Digital Wallet,260,6.1,900,260,50,6,80,14,8,18,5400.25,675.03,1100.0,80,13.7,Books & Media,7,2,70,15,True,True,6,False,2,4.0,0,0,0.0,31.0,3.4,8.0,6800.0,24.0,66.0
259,2024-01-28,32,Male,United States,Seattle,Silver,Mobile,Credit Card,390,7.0,1600,420,95,9,150,18,17,45,9800.75,576.51,1300.0,18,7.2,Home & Garden,8,3,160,38,True,True,12,True,7,4.4,0,0,0.0,29.0,4.6,7.0,15600.75,17.0,84.0
260,2023-03-29,37,Female,United States,Miami,Gold,Mixed,PayPal,510,8.9,2300,640,120,18,240,36,29,78,29450.25,1015.53,3200.0,9,5.2,Electronics,12,5,210,52,True,True,18,False,11,4.5,1,0,0.0,24.5,5.4,6.5,52000.0,13.0,89.0
261,2022-03-15,34,Male,United States,Seattle,Silver,Mobile,Credit Card,312,8.4,1460,420,98,12,76,18,9,15,1247.5,138.61,550.0,21,17.5,Electronics,7,3,65,14,True,True,6,False,4,4.2,1,0,0.0,38.2,2.8,24.1,5200.0,28.0,74.0
262,2023-11-02,27,Female,Canada,Toronto,Gold,Desktop,PayPal,210,12.1,970,260,40,8,55,12,6,11,1890.0,315.0,620.0,9,22.0,Fashion,5,4,80,22,True,False,9,True,6,4.5,0,1,45.0,32.5,3.4,18.0,7400.0,45.0,82.0
263,2022-08-19,45,Male,United Kingdom,London,Bronze,Mixed,Debit Card,410,9.7,2050,520,130,20,110,25,12,20,10240.5,853.37,2100.0,40,12.5,Home & Garden,9,5,110,28,False,True,14,False,9,4.0,2,2,210.0,41.0,2.1,22.0,15600.0,52.0,68.0
264,2024-02-28,22,Non-binary,Australia,Sydney,Silver,Mobile,Digital Wallet,150,6.5,680,180,20,5,30,9,3,6,720.0,240.0,320.0,15,25.0,Electronics,4,2,40,9,True,True,3,False,2,4.7,0,0,0.0,29.0,4.5,15.0,4200.0,18.0,90.0
265,2023-07-10,31,Female,Germany,Berlin,Gold,Tablet,Buy Now Pay Later,260,10.0,1200,310,60,14,64,11,7,14,7600.2,1085.74,2100.0,5,16.0,Sports & Outdoors,6,3,75,18,True,False,7,True,5,4.3,1,1,120.0,35.5,3.9,19.0,8500.0,33.0,77.0
266,2022-12-04,52,Male,United States,New York,Platinum,Desktop,Bank Transfer,520,14.2,3200,860,210,28,140,40,15,28,33450.0,2230.0,4800.0,60,11.0,Electronics,12,6,150,40,True,True,25,True,12,4.6,3,2,280.0,28.0,3.2,21.0,42000.0,60.0,88.0
267,2024-05-21,29,Female,France,Paris,Silver,Mobile,Credit Card,190,7.8,760,210,35,6,25,7,4,8,980.4,245.1,350.0,8,28.0,Books & Media,5,2,55,11,False,True,4,False,1,4.0,0,0,0.0,33.0,2.3,16.0,3200.0,22.0,65.0
268,2023-01-29,38,Male,Italy,Milan,Bronze,Desktop,Debit Card,340,9.0,1500,410,90,10,52,14,8,15,5400.75,675.09,1500.0,22,20.0,Home & Garden,7,4,90,20,True,True,12,True,3,4.2,1,0,0.0,29.5,3.0,17.0,9800.0,30.0,70.0
269,2022-04-17,63,Male,Spain,Madrid,Gold,Mixed,PayPal,480,11.5,2300,600,150,22,88,32,14,26,21000.0,1500.0,3200.0,110,9.0,Electronics,11,5,140,32,True,False,20,False,10,4.4,4,3,350.0,27.0,2.9,23.0,26000.0,55.0,72.0
270,2023-09-14,24,Female,Netherlands,Amsterdam,Silver,Mobile,Credit Card,140,5.6,520,150,25,3,20,6,2,4,420.0,210.0,260.0,12,40.0,Toys & Games,3,1,20,5,False,True,2,False,0,0.0,0,0,0.0,34.0,2.0,14.0,900.0,15.0,60.0
271,2022-09-09,41,Female,United States,Austin,Gold,Desktop,Digital Wallet,290,9.2,1300,340,75,9,44,10,5,11,4200.0,840.0,1600.0,33,18.0,Fashion,8,3,60,15,True,True,5,True,3,4.1,1,0,0.0,31.0,3.3,20.0,5400.0,40.0,69.0
272,2024-01-05,28,Male,Canada,Vancouver,Bronze,Mobile,Debit Card,120,4.9,410,110,18,4,15,5,2,3,210.0,105.0,120.0,7,35.0,Books & Media,3,1,25,4,False,False,1,False,0,0.0,0,0,0.0,42.0,1.8,12.0,320.0,12.0,58.0
273,2023-03-18,36,Male,Spain,Barcelona,Silver,Tablet,Credit Card,270,8.9,980,250,55,7,40,9,5,9,2360.0,472.0,900.0,14,21.0,Home & Garden,6,3,70,16,True,False,8,True,2,4.2,2,1,60.0,30.0,2.6,18.0,5400.0,35.0,71.0
274,2022-11-11,54,Female,United States,Chicago,Gold,Mobile,PayPal,460,10.5,2100,520,140,25,92,30,13,26,15640.0,1203.08,2600.0,50,10.0,Electronics,10,6,130,34,True,True,18,True,7,4.3,2,1,150.0,26.0,3.1,25.0,21000.0,48.0,75.0
275,2023-06-06,33,Female,Australia,Melbourne,Silver,Desktop,Credit Card,200,7.2,860,190,40,6,22,8,5,9,1675.5,335.1,750.0,18,24.0,Fashion,5,3,48,12,True,False,5,False,3,4.0,0,0,0.0,37.0,3.6,15.0,5400.0,25.0,66.0
276,2024-07-19,26,Male,Japan,Tokyo,Bronze,Mobile,Debit Card,110,4.3,320,90,15,2,10,4,1,2,210.0,210.0,210.0,6,45.0,Books & Media,3,1,15,3,False,True,1,False,1,4.0,0,0,0.0,50.0,1.5,10.0,180.0,10.0,52.0
277,2023-12-02,39,Female,United States,San Francisco,Platinum,Mobile,Credit Card,480,11.0,2100,520,100,18,70,22,14,28,42000.0,3000.0,7000.0,25,9.0,Electronics,12,7,160,42,True,True,22,True,15,4.7,3,2,600.0,22.0,4.1,19.0,90000.0,22.0,95.0
278,2022-03-23,50,Male,United States,Denver,Gold,Desktop,PayPal,390,9.3,1800,480,100,16,50,15,10,18,12500.0,1250.0,2750.0,70,14.0,Home & Garden,8,4,100,25,True,True,9,True,5,4.1,2,1,120.0,29.0,3.0,20.0,15000.0,38.0,74.0
279,2023-08-08,23,Prefer not to say,United Kingdom,Manchester,Bronze,Mobile,Credit Card,130,5.0,410,100,20,3,14,5,2,3,210.0,105.0,120.0,10,50.0,Toys & Games,3,2,30,6,False,True,2,False,0,0.0,0,0,0.0,35.0,1.9,12.0,200.0,10.0,55.0
280,2024-02-14,32,Female,United States,Boston,Silver,Mixed,Debit Card,260,9.0,1100,260,45,7,30,10,5,9,3100.5,620.1,1200.0,18,21.0,Sports & Outdoors,7,3,70,16,True,False,6,False,2,4.0,0,0,0.0,33.0,2.5,14.0,4800.0,26.0,67.0
281,2023-03-15,34,Male,United States,Seattle,Gold,Mobile,Credit Card,312,6.8,1290,420,85,12,58,14,24,74,5821.5,242.56,980.0,22,18.4,Electronics,9,4,120,35,True,True,7,False,5,4.2,1,0,0.0,38.5,2.8,8.0,12800.5,18.5,74.2
282,2024-11-02,28,Female,Canada,Toronto,Silver,Desktop,PayPal,213,9.1,980,310,60,5,42,9,15,48,4375.0,291.67,720.0,16,22.6,Fashion,7,3,90,22,True,False,4,True,3,4.5,0,1,25.0,29.0,3.5,6.5,9800.0,22.0,68.5
283,2022-08-19,45,Non-binary,United Kingdom,London,Platinum,Mixed,Digital Wallet,589,7.4,2100,620,140,25,105,25,38,102,17490.75,460.03,2100.0,9,14.8,Home & Garden,12,6,180,40,True,True,12,True,11,4.7,2,2,120.5,22.5,4.2,7.8,23750.0,15.0,82.0
284,2023-06-30,22,Female,Germany,Berlin,Bronze,Mobile,Debit Card,140,5.2,420,150,25,3,20,4,7,21,1980.0,282.86,520.0,40,28.4,Sports & Outdoors,5,2,60,14,False,True,3,False,2,4.0,1,0,0.0,34.0,2.1,9.5,4200.0,27.0,60.0
285,2024-02-12,31,Male,France,Paris,Silver,Tablet,Credit Card,260,8.0,860,270,55,8,30,7,12,36,7400.4,616.7,980.0,12,19.3,Electronics,8,4,110,28,True,True,6,True,4,4.3,1,1,60.0,26.0,3.1,7.0,15600.0,20.0,71.5
286,2023-09-05,39,Male,United States,Austin,Gold,Mobile,PayPal,410,7.2,1500,480,95,14,65,16,26,78,11240.0,433.85,1200.0,5,15.8,Fashion,10,5,200,50,True,False,9,False,9,4.6,0,0,0.0,23.0,4.0,6.2,21500.0,17.0,79.0
287,2022-12-19,52,Male,Italy,Milan,Platinum,Desktop,Bank Transfer,720,9.5,2600,830,180,30,120,22,52,150,36540.0,704.23,2500.0,3,10.2,Home & Garden,14,7,280,70,True,True,22,True,18,4.8,3,2,210.0,21.0,4.8,5.5,54000.0,12.0,85.0
288,2024-08-08,27,Female,Spain,Madrid,Bronze,Mixed,Debit Card,190,5.5,520,180,40,2,15,5,6,18,2100.0,350.0,600.0,32,23.5,Books & Media,6,3,75,15,False,False,2,False,1,4.0,0,0,0.0,35.0,2.7,8.0,4200.0,30.0,55.0
289,2023-04-22,33,Female,United States,New York,Silver,Mobile,Credit Card,340,6.2,1100,360,70,11,50,12,19,57,9890.75,521.6,1100.0,7,20.0,Electronics,9,4,140,30,True,True,5,True,6,4.4,1,0,0.0,26.5,3.2,7.2,18000.0,19.0,70.0
290,2022-07-14,60,Male,United States,San Francisco,Gold,Desktop,PayPal,1020,8.8,3800,1200,260,45,180,42,70,210,64000.0,914.29,4500.0,2,11.2,Electronics,16,9,420,110,True,True,40,True,25,4.6,4,3,320.0,18.0,4.5,5.0,78000.0,12.0,88.0
291,2023-01-28,29,Female,Netherlands,Amsterdam,Silver,Mobile,Digital Wallet,260,7.0,900,280,60,9,28,7,10,32,6350.0,635.0,820.0,14,24.4,Toys & Games,6,3,95,18,True,False,3,False,2,4.2,0,0,0.0,28.0,3.0,6.8,7200.0,26.0,62.0
292,2024-03-03,23,Prefer not to say,Australia,Sydney,Bronze,Mobile,Credit Card,150,4.8,420,140,20,1,9,3,5,14,980.0,196.0,350.0,60,39.9,Food & Beverages,5,2,60,12,False,True,2,False,0,0.0,0,0,0.0,40.0,2.0,8.0,2100.0,34.0,54.0
293,2022-05-09,38,Male,United States,Chicago,Gold,Tablet,Bank Transfer,520,7.9,1900,560,110,17,70,15,34,98,24870.5,732.07,2100.0,18,12.5,Home & Garden,11,5,180,40,True,True,10,False,9,4.5,1,0,0.0,23.5,3.8,6.5,32000.0,20.0,76.0
294,2023-10-21,26,Female,Canada,Vancouver,Silver,Mobile,PayPal,190,6.4,540,190,35,6,25,6,9,28,3240.5,360.06,900.0,25,26.0,Beauty & Health,7,3,85,16,True,True,4,False,3,4.1,0,0,0.0,29.5,3.0,7.0,9000.0,28.0,66.0
295,2024-01-12,35,Male,United States,Denver,Gold,Mobile,Debit Card,310,7.1,980,320,65,10,40,9,14,42,8600.0,614.29,1300.0,10,18.0,Electronics,8,4,150,32,False,True,6,True,4,4.2,2,1,45.0,27.0,3.5,7.5,12000.0,21.0,69.0
296,2022-09-03,41,Female,United States,Boston,Silver,Desktop,Credit Card,470,6.9,1500,480,100,18,60,10,28,88,15875.25,567.68,1500.0,13,16.0,Books & Media,10,5,160,34,True,False,9,False,7,4.4,1,0,0.0,24.0,3.2,6.8,22000.0,18.0,73.0
297,2023-07-17,29,Male,Australia,Melbourne,Bronze,Mobile,Buy Now Pay Later,200,6.0,600,190,30,4,20,4,8,24,2100.0,262.5,500.0,29,21.0,Toys & Games,6,3,70,12,False,True,3,False,1,3.8,0,0,0.0,32.0,2.5,7.5,4200.0,32.0,58.0
298,2024-05-09,33,Female,United States,Austin,Gold,Mixed,Digital Wallet,360,7.3,1280,410,90,14,65,15,21,60,12250.0,583.33,1500.0,11,13.0,Electronics,9,5,170,38,True,True,8,False,5,4.5,1,0,0.0,25.0,3.8,6.5,15000.0,19.0,77.0
299,2023-11-05,48,Male,France,Lyon,Silver,Desktop,Credit Card,480,7.7,1700,540,120,20,70,18,30,95,26540.25,884.68,2100.0,6,10.5,Electronics,13,6,210,48,True,True,14,True,14,4.7,2,1,95.0,20.0,4.0,5.0,32000.0,16.0,84.0
300,2022-03-18,54,Female,United States,Los Angeles,Platinum,Desktop,Bank Transfer,940,9.2,3200,980,210,34,140,30,65,210,102500.0,1576.92,3600.0,4,7.8,Books & Media,17,8,520,140,True,True,60,True,30,4.6,6,4,780.0,19.0,5.0,4.0,150000.0,10.0,92.0
301,2023-03-15,34,Male,United States,Seattle,Gold,Mobile,Credit Card,312,12.5,1840,420,58,14,75,22,18,45,1298.75,72.15,210.0,14,18.6,Electronics,9,4,110,25,True,True,9,False,6,4.3,1,1,22.0,38.2,2.4,21.0,1450.0,42.5,77.0
302,2022-11-02,28,Female,Canada,Toronto,Silver,Desktop,PayPal,210,9.8,980,260,34,8,40,15,9,22,845.5,93.94,180.0,22,21.3,Fashion,6,3,65,14,False,True,5,True,3,4.0,0,0,0.0,29.7,3.1,12.0,980.0,26.0,64.0
